customer_id,username,address_id,contact_id,first_name,last_name,gender,date_of_birth,preferred_language,account_creation_date
d301-4989-bfbb,scott74,b9733ec770d6,fc4ccba99938,Holly,Bender, Female ,1944-09-14,English,2025-02-12T03:48:56.410655
f814-4102-bde1,vbailey,d3fe26afd5de,79be38bde7d0,Manuel,Garcia, Female ,1954-08-17,Kinyarwanda,2024-10-04T20:41:13.463552
218a-4536-8c99,samuel71,7c672d74d980,0a5de499a761,Anthony,Mccoy,M,1970-09-17,Swahili,2024-05-17T12:14:25.164047
ca3d-4859-85ce,ymorgan,d03e7ad21906,cef84bfb52b2,William,Hoover, Female ,1971-06-04,English,2025-03-10T05:40:35.866652
d21c-42f8-8ada,tylerjohnson,c5f373b48b27,fd441c9bb39c,Wayne,Lawrence,Prefer Not to Say,1985-10-20,Swahili,2024-09-16T16:05:51.267567
ebc2-426f-af34,juliehamilton,097aea630817,e4db4c48bb20,Corey,Schultz,M,1998-01-02,Kinyarwanda,2024-05-23T15:35:01.455731
9549-4931-a9af,stevenking,f97345083105,5ba24f8b4e0d,Jonathan,Smith,M,1978-10-24,Swahili,2025-01-03T04:01:03.592354
fa5a-41ca-859d,khill,3d02dd327c42,e82f90967fa1,Michelle,Osborne,f ,1976-01-27,English,2025-04-26T05:31:26.750035
5d67-4bb1-945e,christopherphillips,bb501e0e89ab,509bce6f2ab7,Julie,Thompson, Female ,1980-02-15,English,2025-02-10T16:35:38.850741
a377-46f1-9289,daniel37,be30c8429f8d,785991de5951,Angel,Henson, Female ,1961-03-24,English,2024-08-02T09:52:04.349525
ba02-46ef-be05,fpena,90d8fa9308c7,3f41b9e7337c,Christina,Crosby, m ,2003-08-17,English,2024-11-11T23:01:17.967433
c3e1-4a85-946e,brendali,f4e24a63f9f6,e4911798fd29,Jesse,Schroeder, m ,1952-02-07,English,2024-11-20T20:46:44.137142
f206-4269-b8b7,acostaregina,a1616c975ea1,fd0b3c94340c,Donna,Turner,F,1991-02-12,Swahili,2024-06-07T11:45:54.603433
cb08-487d-9963,farrelldebra,2bf129b1342d,b75b0ae02860,Kayla,Le, m ,1977-12-06,French,2024-10-30T07:21:47.792061
8fca-4b6a-8fc4,jenkinsmorgan,dca842cf760d,a6355579620e,Shelley,Henderson,Female,1961-07-10,Swahili,2024-05-20T13:36:09.886848
9f29-4a8b-9184,lynchdiane,43c2ae598494,7e246717d81f,Heather,Johnson,Male,1950-10-31,English,2024-11-19T13:06:52.555117
0d77-45a0-a222,karenwilliams,7a3678b04d22,efedffce9f93,Christopher,Ramos,Female,1986-12-30,English,2024-11-21T23:12:46.021382
1eb7-4b56-93ff,lburgess,554e2e90210a,7b79d7e32a51,David,Patel,Male,2003-05-01,English,2025-02-01T18:16:29.649061
75c8-490d-9e3d,christopher13,0bf45a7b6c13,773da1a43001,Ryan,Morales, m ,1963-11-21,English,2024-06-30T10:25:22.584982
c257-4f73-829d,thompsonkendra,443b830ed3eb,13ac4c8d49b7,Troy,Webster,Female,1941-10-29,English,2024-07-01T00:40:28.847463
171d-4bf9-9af4,jford,d760d28e9e8b,95592b39a017,Stephanie,Stevenson,F,1961-03-28,English,2024-12-20T02:48:55.588457
85d2-40a6-8629,michaelhardin,706d5d0d9207,b38c2f82d52a,Paul,Schroeder,Prefer Not to Say,1946-12-01,Kinyarwanda,2024-10-05T13:06:28.294192
f275-45f3-9436,lucasrodney,2b1c79ff118e,7e50bd141a49,Michael,Cox,Prefer Not to Say,1981-04-18,English,2024-06-14T08:02:00.076161
700b-4d5f-b89f,udiaz,8b6e3e271200,af21e7d5fd1c,John,Wallace, m ,1995-01-04,Luganda,2025-02-18T03:42:25.073115
7b07-4d31-a424,angela18,ced6ea2e5b00,976303b8c7e0,Melissa,Mitchell,Male,1948-11-24,English,2025-03-13T12:20:57.118806
78f2-4e6b-946b,katherineharrison,ec84bb021f59,4e772e15d774,Christina,Bullock, m ,1958-10-18,English,2024-05-12T15:34:49.690038
6aa4-4c9f-9217,millsmichael,6059e017b67b,a879b3eb01cd,Stephanie,Stephens,F,1944-10-20,English,2024-12-09T05:05:49.693931
cfbe-4fe9-aea9,baldwinsherry,7d7a871eaf97,ee7c80a0ebe1,Benjamin,Harris, Female ,1991-03-14,English,2025-01-07T15:26:21.042477
5e0a-42ab-bf5d,laurie61,44d3fe03c135,bb5bfcdb1174,Ryan,Carney, Female ,2004-02-22,English,2024-07-05T21:25:07.615740
bff9-407d-8d14,stephaniethomas,9281601259c7,a241a8c0ab6a,Cathy,Harrington,Male,1938-07-05,French,2024-09-24T00:33:55.036186
e9dd-4bf5-a311,greenjorge,d77d2ffd8949,1259dee569c1,Sean,Davies, m ,2004-06-09,English,2024-07-05T14:40:35.180522
1f11-4c0f-b967,laurayoung,53a4c4995bf3,1b7db803c063,Troy,Ward, m ,2002-01-06,English,2025-02-12T13:10:33.249151
9679-4482-a3c9,ryanbartlett,d4c119e5401f,b69e9708b464,Brian,Martinez,Prefer Not to Say,1972-02-02,Swahili,2025-02-25T11:06:35.628585
9fdd-4e2e-a8a2,megan90,dd86c526a521,124353e532bf,Marcia,Johnson,Prefer Not to Say,1981-02-10,English,2024-11-26T17:37:54.345807
7089-4c6d-a877,vmarshall,2209f253c9c8,5dc94d4af744,Catherine,Edwards, m ,1984-04-28,English,2024-05-25T07:29:16.500993
b89b-4f7f-93e3,kathrynjimenez,4563d5a8b67f,3a2ca310163b,Xavier,Jimenez,Female,2004-08-06,Luganda,2025-02-19T18:34:31.641938
31d4-4e09-8fd3,charles87,1998b05600e0,29e436e29bd7,Kathy,Ramirez,F,1990-01-30,Swahili,2024-09-21T23:13:34.460815
d7b4-4294-bd44,william88,d1c4cbc35f55,319f656ba08a,Tracy,Hart,M,2002-04-24,English,2024-09-19T04:22:10.189291
d756-4a9c-864c,lorraineallen,05322b9e3868,72e394c6d5d6,Ashley,Graves,M,1976-12-01,English,2024-12-14T09:42:29.472161
ad05-4912-9ab2,chelsea33,7914f427107e,05b100dbfea4,Joshua,Evans,Prefer Not to Say,2004-02-28,Luganda,2024-11-09T09:05:16.031192
eeda-4802-8568,derrick99,ce1c62d0894a,5fb4db6eba87,John,Williams,F,1953-01-15,Swahili,2024-07-11T11:06:12.757275
d9af-4e09-b91e,gentrygregory,1e2fd2dce157,94abfa7f4c8d,Nicole,Thompson,Prefer Not to Say,1990-06-09,Kinyarwanda,2024-07-22T11:24:37.520685
45d8-46ad-b7d0,riverajessica,e8c9051a31fc,dd3900a0f6b7,Deborah,Higgins, m ,1972-08-05,Swahili,2024-06-16T16:11:18.267422
4d4c-4280-9462,greenmichael,732a2755b77c,091bae87be9b,Joel,Contreras,f ,1953-05-11,English,2025-01-28T23:04:25.668511
9887-4bfe-8136,foxallison,7ea3a91be94d,3eeb708cde26,Michael,Stark,M,1992-11-12,Swahili,2025-01-31T22:06:08.896489
74f0-4eae-aa59,hansenemily,257ff20834e6,27bf87475a66,Kyle,Johnson,M,1971-07-31,Kinyarwanda,2024-10-11T06:30:09.390646
61ea-4f30-a42e,rbennett,932178048e6e,4842d36303f4,Tamara,Baxter, m ,2005-09-27,Swahili,2024-09-29T04:36:56.729758
c41c-447e-9d6b,allencarlos,ae336ce12df1,66f609523361,Brittney,Griffin,f ,1987-04-01,English,2025-02-18T07:30:55.335706
69df-44e9-b896,bruce92,32d7e55d6811,427fa7bd3228,Connie,Simmons, m ,1951-08-13,Swahili,2025-04-23T16:11:40.586175
4147-4506-be2b,deborah75,74ef73944c4d,f797713e59e4,Christopher,Hardy,M,12/17/2016,Kinyarwanda,2024-11-08T05:36:17.756656
b42a-4d93-9aba,jherman,e1efcbe2f80c,ba6002206a57,Marc,Campbell,f ,1988-11-04,English,2025-03-28T15:35:48.589845
3239-4ffb-a704,noahwhitaker,1f23c57fdf59,202600990526,Victor,Pena,Male,1974-09-17,English,2025-01-16T15:16:32.636401
2332-450e-a992,carloshernandez,024668eaceca,9d11ba620174,Jeffery,Bryant,Prefer Not to Say,1939-09-30,English,2024-05-16T09:05:21.929856
9ea9-4508-b122,lisa46,b0814c9caf66,6173b97d5b7a,Christian,Chung,Prefer Not to Say,1947-05-29,French,2024-11-06T04:27:37.668737
3ad1-4a33-8ae4,enelson,9cb22d0120a2,a8d429df90e6,Gabrielle,Ramirez, m ,2005-08-31,English,2025-03-21T11:20:56.056707
1413-464d-b962,brian63,4923c4f178c6,350bf43d5001,Mary,Peterson,Female,1962-05-05,English,2025-02-11T09:08:25.384240
1b46-4bdc-9c56,hahnsean,ed4f8c4b1bac,12cbe11a04d1,Kathleen,Garcia,f ,1986-04-10,English,2025-01-23T19:27:52.685238
44b6-4ec1-8d16,bryanhamilton,0324f143873a,987a8611c775,Robert,Washington,Prefer Not to Say,1972-05-12,French,2024-06-29T13:38:07.826241
f280-4f1d-9a6c,timothythompson,df416ebfc6c8,26ee047ed26e,Raymond,Flores, Female ,1997-01-24,Swahili,2024-06-17T09:03:30.012735
23a1-4e20-bfd2,john26,c4b1d7a39e93,fa95b30cc405,Kristina,Jones,Female,1939-05-15,English,2025-02-13T01:00:10.887922
38d5-401f-823c,seanmyers,ff679a3f8895,052c6a70446e,Kelsey,Chapman, Female ,1958-07-12,English,2024-06-06T08:30:30.245672
a5e1-4b55-97d3,sarahyang,c7d5e1cd9a1b,b7503311fce7,Zachary,Arnold,f ,1956-03-28,English,2024-06-09T16:38:01.378703
5da4-4cb9-afdc,stephenbaker,79b246ef99e1,4d5e4b83ae5c,Michelle,Rose,f ,1992-06-05,Swahili,2025-02-14T16:04:10.807652
234b-4562-98af,fhenderson,a6c9d263bce3,aedebf903c5a,Cynthia,Steele,Male,1947-09-07,English,2024-11-01T05:35:31.548641
1529-46f5-aad1,flynnjeffrey,54eb8edeff14,b2c8d0b41cda,Antonio,Walker,Male,1984-04-21,Swahili,2025-03-01T10:06:49.867473
593c-472b-8347,gonzalesvictoria,b2e11bdcf74b,b1d55afb7197,Kimberly,Young,Female,1989-03-03,Kinyarwanda,2025-04-28T15:33:32.085890
f678-49b2-a2b5,rsellers,a8a25f95a9e6,92152cce3f58,Michelle,Martinez,f ,1996-12-15,English,2025-01-01T18:23:55.177572
f8de-4777-bb1e,melissa86,45809b10170b,71ff8992bcdb,Jeffery,Jordan,f ,1976-10-20,Luganda,2025-03-04T01:53:21.654683
e1d4-4f82-a1c5,erik41,18bcdad9f7ea,f767c7a26b67,Diamond,Wright,Male,2006-09-22,Swahili,2025-04-27T07:50:20.863814
3a9c-4308-9221,crosscurtis,81faf5814488,07b0469ca9b7,Lawrence,Ibarra,f ,1943-02-15,Kinyarwanda,2025-01-07T03:31:59.078226
96ee-40e5-9f87,bbell,03bd6cf2870a,857f6c93acc7,Leonard,Taylor,Male,1997-02-05,English,2024-06-04T08:28:37.031667
dc5e-4e78-a307,rdiaz,2cefe8d05cea,fe6038272887,Gerald,Ruiz,M,2005-09-10,English,2025-04-04T18:22:51.787591
8950-4dd6-a7c6,wwillis,66eec5a8346b,6c541b3304da,Mary,Becker,Female,1956-12-11,English,2024-07-11T21:00:15.672689
d28f-4f68-8871,gary24,9364a0c36f4b,fe8a9c3397d1,Jessica,Wilson,Prefer Not to Say,1935-02-24,French,2024-09-02T06:57:28.184008
0b46-4173-80a8,sanchezthomas,1e97f56b7504,67f7da8d6fe9,Patrick,Hernandez,Prefer Not to Say,1976-03-20,Swahili,2024-07-21T01:57:44.082680
020a-4497-b4ed,kellymueller,7cb55c9dc107,530a1445efdc,Jodi,Sanchez,f ,1954-12-06,English,2024-08-26T04:51:54.779468
3cf8-4d20-bbad,jwoodward,cf6b03e7f7a5,01b8707333cd,Jennifer,Davis,F,1996-04-19,English,2024-06-05T15:00:57.761136
516c-4b0a-9385,jesus32,36c7c48c9399,d98067ad2cf3,Kimberly,Richards,Female,1957-04-26,Kinyarwanda,2025-01-09T14:12:58.967129
429a-4a7c-8c80,anthonysullivan,dc85473e2589,6221b9e8da62,Shannon,Adkins,Prefer Not to Say,1952-06-10,English,2024-11-02T04:41:17.422572
178b-4968-a0f8,david70,61d2f2c987e5,442a40c7bca5,Gary,Berry,Female,2007-02-11,English,2024-12-20T14:23:23.923492
fe7c-40e9-a179,mayokimberly,e10c5ff49e6e,c4d18e2016a8,Michael,Stephens,Prefer Not to Say,1964-12-04,English,2025-02-13T19:52:10.991745
bcaf-4931-aad1,barbaramcgrath,1caac2fee773,87eb5e578a35,Paul,Mcconnell, m ,1952-05-31,Kinyarwanda,2024-11-09T14:01:06.695652
2167-435e-8e73,samantharichard,46036ad59704,a0070da6dca2,Marcus,Johnson,Prefer Not to Say,1972-10-01,English,2025-03-29T21:52:53.614505
9d1c-4838-adc8,jeffrey92,0dfb88768a3c,0486a433c5ee,Nicholas,Gross,F,1957-06-25,English,2024-11-19T21:58:55.599740
bab2-4bce-a39c,sean43,4cf1e308c75b,e7953cd09f66,John,Jones, m ,1980-10-05,Swahili,2025-02-22T18:18:50.675184
12fe-4c2b-9acf,pamelamartin,d4e5122122fb,f5f191f169e9,Charles,Mcmahon,M,1996-01-23,French,2024-08-23T01:37:11.323125
6495-4d5f-8cb4,xhernandez,33d657d32c5d,c9ae846fead5,Adam,Miller,F,1973-10-01,Swahili,2024-08-15T06:45:59.725116
0b6c-43c8-b21e,omarshall,4f7456a3f8ef,2b7b24f45fb5,Mary,Elliott,F,1962-08-11,Luganda,2024-09-14T23:28:51.067857
ad72-4d05-924c,davidtodd,7f4aa1550202,7cadaac8cc51,Gerald,Joyce,Female,1986-06-19,English,2025-03-23T12:59:48.654723
c95b-41f8-832a,jrodriguez,d838095054ce,cb1af4b17b44,Eddie,Matthews, m ,1958-02-16,English,2024-10-12T23:55:11.211190
79a7-463b-bee9,penny05,580e81c43f74,a20ed0d0d4e6,Lisa,Turner,Male,1963-03-20,English,2025-01-05T20:42:06.244742
22b9-424c-a744,thompsonnancy,dbe92adeaf7c,b5a252c7a694,James,Brown,M,1971-12-08,English,2024-08-20T07:03:15.318421
bfbb-4ab3-8237,mitchellpaul,96242bba8c06,b143b2087de7,Frank,Armstrong, m ,1977-02-28,English,2024-06-27T09:08:41.965746
e53e-4f4c-ac7e,stephen37,c4be988d0b20,ae44574dacc0,Kevin,Meyer,F,2003-02-28,French,2025-01-12T17:58:30.902113
ce30-461d-8e88,rguerrero,627fbe303bd5,569c793c6dde,Donald,Johnson,Male,1956-02-18,English,2025-02-02T05:47:19.186459
c34e-4baf-8f1c,staceylam,62b60b54ca47,46230538ee7e,Destiny,Walker, Female ,1941-06-12,Luganda,2024-08-01T03:06:14.164040
fcb8-46bb-a8c0,tthomas,a348ad88ceae,70240f3f3763,Henry,Miller, m ,1997-11-22,English,2025-04-26T02:30:25.213751
bb0c-4919-b30c,mcclainkatherine,5a962e95fef8,441bd636ec1e,Amanda,Smith, Female ,1965-08-22,Kinyarwanda,2024-04-30T08:45:08.741964
303c-404b-8007,osmith,4247a4a229d1,f2166d15a9fe,Jessica,Anderson, m ,2006-12-28,Swahili,2025-03-23T21:08:15.858476
af8c-4888-b1f8,turnerdorothy,7d86e0f4f3f6,cccf95936014,Elaine,Nelson, m ,1943-05-06,Luganda,2025-01-10T00:13:55.962941
54a2-4051-bb0c,smithchristopher,eac6bf914f31,6c61a23f01a4,Daniel,Andrews,M,1937-03-13,Swahili,2024-07-13T12:25:10.230448
1dab-410a-bd10,smithdevon,f3fcbfe5a002,2879649a1350,Deborah,Murphy,Prefer Not to Say,1996-07-14,French,2024-12-31T20:11:48.784248
fb48-4ded-8f03,dalepruitt,5b22936eefd3,53b30f3bc40c,Timothy,Carroll,F,1999-01-03,English,2024-06-16T01:23:18.828241
fa57-4cea-b957,april91,ad52eee9e1b7,b77dd0b98eff,Ryan,Barber,F,1983-10-23,English,2024-11-25T06:35:26.514011
cd1f-45a3-b1b6,fmiller,eef2bd1ebe13,3a9feaf0befe,Sergio,Wilson,Female,1981-04-13,English,2024-07-23T11:46:38.959725
9996-4612-9ea8,jennifer11,d54df096c8f6,2bb77f4766b6,Katherine,Walker,Male,1993-12-06,French,2024-08-27T21:48:58.503858
0be7-428e-aa1a,bartonshannon,85875e0ff041,c48fb9385612,Dominique,Blanchard, m ,1994-07-07,Swahili,2024-08-30T02:04:05.778642
ea79-47e1-9be7,joshuastuart,07fdfca77bd3,a92184b78f1c,Tara,Chavez,M,1998-10-04,Luganda,2024-09-16T03:41:03.339898
6adf-4568-b5ca,natalie60,70a0db637dee,1c23c51e83a8,Alexandra,Johnson,f ,1960-01-13,Swahili,2024-11-23T01:54:04.847562
82cb-4dc7-bcd3,heather06,938345129a1b,6db9cbbb460f,Paul,Frye,F,1975-05-04,Kinyarwanda,2024-12-21T00:19:03.464877
4148-4d11-9894,steven20,41ffc6f1497d,5de6fffac020,Eric,Morris, m ,1965-08-08,Swahili,2024-06-15T03:57:21.153287
9e47-4339-80ae,wbarajas,35c546519c11,e8541f421fd3,Tina,Smith,Prefer Not to Say,1982-09-29,English,2024-08-13T21:13:34.485590
3148-4df8-a6ca,vaughangary,d5ace9b0a5b8,41db6bbc707f,Stephanie,Medina,F,1992-12-04,English,2024-05-14T16:13:01.286514
9330-4a83-9208,rhondarussell,8ceaa748faae,08a7f0a0898e,Shannon,Sullivan, Female ,1940-09-16,Kinyarwanda,2025-02-12T17:43:12.359895
2804-40ac-b957,derekmyers,af687457fe27,eaf7bdf1ebca,Lauren,Gardner,M,09/17/2009,Swahili,2025-02-22T22:21:04.594804
913a-4734-8cb6,yorksarah,302d0402928f,539b50400ab7,Virginia,Murray,Female,1979-05-10,English,2024-06-09T12:34:39.301430
2703-4b27-958c,lindsey62,4b7a4f2e5a29,c340bb3b56f9,Adam,Sanchez,F,1969-10-15,English,2024-12-25T12:09:39.883526
81d6-4019-997e,hessbeth,bfceee7f203c,e525d4025f46,Kayla,Lewis,f ,1999-01-09,French,2024-05-26T04:45:42.530940
839e-4623-81d8,kmoore,70ea752a4f9d,4f2460f33a05,Stacy,Hopkins,M,1996-03-22,Swahili,2024-12-08T22:18:57.206810
f7eb-469a-b428,mary49,4d58e4955f2c,aad734fadf7f,Amy,Thompson,Prefer Not to Say,1998-09-03,English,2024-12-21T12:38:10.284612
3af7-4a21-a93e,jennifer77,dabfa87f575f,48de98a320a2,Timothy,Garza, Female ,1947-12-19,Swahili,2025-01-15T15:31:38.202771
3772-4a97-95f3,kdillon,893dbe28dd6a,2f04f8da2418,Jeffrey,Jenkins, m ,1998-06-14,French,2025-02-22T15:10:17.733446
c8ab-46ac-a0b4,davisdonna,8d1e1f424370,1108b0e164ae,Rachel,Ryan,M,1941-05-08,English,2024-12-09T04:33:31.690775
1575-41ad-9bea,ascott,eb1ef75759f2,7eb23a76086e,Jenna,Clarke, Female ,1965-05-19,Luganda,2025-02-02T09:09:32.816295
40f7-424b-bbd7,becky62,d4645fcdd970,d936f60d0210,Melissa,Hopkins,M,1991-07-16,Swahili,2024-09-10T21:01:18.922695
09aa-4570-9be9,zarias,f02cfe52f4c3,023e4ab0c660,Christina,Meyer,Prefer Not to Say,1966-02-07,French,2024-07-18T15:48:31.062113
3347-4a91-9609,mclaughlincasey,5a10e87e50ac,c744f972d21c,Christopher,Mitchell,M,1954-06-19,Swahili,2024-12-29T05:55:14.407348
4009-45ce-932c,kchurch,b113fc1871f2,998b8fb6afe7,Timothy,Sanchez,F,1971-10-16,Luganda,2024-11-11T02:57:21.253831
bfb0-442c-ac77,charles27,104a2188e9ef,45e553243e94,Lee,Robinson, Female ,1985-06-24,English,2024-08-11T14:08:07.522680
0ad1-418c-b53f,uwatson,e86aa1d69117,f0e61e0f4496,Travis,Galloway,Male,1982-10-01,Kinyarwanda,2025-02-01T19:00:18.857667
0227-48d5-b070,nicolasgarcia,7e2d21afeff6,ef48acee68f5,Michael,Hensley, m ,1967-09-12,Swahili,2024-11-03T22:17:08.780682
6181-42de-9b37,laurenrodgers,496d593510da,abbeba0b77ad,Thomas,Smith, Female ,1941-08-11,Luganda,2024-07-23T18:50:07.588182
0513-4da8-9819,bellerin,a1b3f65fb8bb,70d1a68493d8,Catherine,Ray,Male,1960-09-02,Swahili,2025-04-04T00:08:59.270851
a507-4897-9afa,pam59,dfe8e654016f,17168b719a7e,Abigail,Cole,F,1950-12-24,English,2024-08-13T01:47:01.507056
27c0-4f89-9e3b,pparker,3c3823f3553a,a6d7007f2490,Joan,Ramos,f ,1963-04-21,Swahili,2024-05-29T01:35:02.183969
e096-421e-a2c7,omills,f9ffb329425b,e96c90762702,Amanda,Stout,M,1973-09-09,Luganda,2024-10-12T09:46:26.192830
cbf8-429e-bb30,jacob86,ecbd48d895c1,6c5f744d1d6d,Ralph,Martin,Male,1956-03-11,English,2025-02-14T02:35:29.781566
9f6c-4ab4-b352,malikhernandez,bc341d870843,eb9eca77c6f2,Tara,Johnson,Prefer Not to Say,1955-06-18,Kinyarwanda,2024-12-10T06:41:30.033956
c691-4069-8439,danielshunter,6127a1a1b8a1,079a528bca07,Paula,Wright, m ,1958-06-06,Swahili,2025-04-11T05:42:25.790929
effa-415b-bea6,kingdanielle,9f5d8f86945b,fdc2264e5ab5,James,Clay,Male,1957-02-07,English,2024-12-14T10:55:36.268239
5b03-44d8-8f4d,jacquelinemoody,ebb9b96d70d2,a800fe62b27e,David,Hall,M,1959-01-10,Swahili,2025-01-31T01:56:45.602910
730a-47de-a7af,amber70,507ef83601c7,31a4dd242ef3,Kimberly,Hunter,Prefer Not to Say,1978-01-09,English,2024-06-26T05:21:20.630238
df9d-4910-adbb,daniellee,ebb14e303eb5,433b493b9f33,Anthony,May,Prefer Not to Say,1972-07-07,Swahili,2025-02-27T16:55:42.304150
1204-44d6-bbfb,christian38,758de20d1bf8,fcb8b77d6f34,Colton,Hardy,Male,1986-01-13,Luganda,2024-08-03T17:53:59.802484
5667-4e49-8133,amandagreene,7522c5caea2e,ebfa9f5b8c4c,Sarah,Orr,f ,1998-10-07,Swahili,2024-07-03T13:08:11.943916
fc01-45e1-8ce2,melissasmith,92e674e0b59e,2bc4441847e3,Lynn,Norris, Female ,1935-07-06,French,2025-03-19T20:11:43.018069
7b87-4b4a-8afb,spetersen,fa7aa5f54ea3,72104477ed56,Jacqueline,Weiss,M,1975-11-11,English,2024-05-26T20:33:15.422240
f896-47fa-a493,walkerkeith,b5ed82be38d0,656e6f4385bd,Phillip,Anderson,Female,1985-04-04,English,2024-12-30T16:44:55.503754
16ef-4cdf-9375,whenderson,70103bf85ee5,cdd27b2478a2,James,Cooper,f ,1939-07-21,English,2024-08-24T18:46:21.779293
789f-4d96-b337,jason83,ba33e4f29d3d,e7d84492bb5e,James,Mills,F,1955-04-28,English,2025-02-16T09:57:22.043453
a8fc-4690-a9b1,smithmichelle,5b969509c0f0,6b8309a4da38,Debra,Hall, Female ,1934-12-06,English,2024-08-05T18:03:56.006698
fa84-4b5f-ba6e,lisa46,bdc81d6d9a51,5032f20c4029,Pamela,Briggs,Male,1984-04-10,Luganda,2024-08-17T01:56:34.445437
ccd3-4f7c-af1d,kylethornton,e8706055bc2f,5171b2a12751,Alexandria,Taylor,M,1973-11-26,English,2024-06-18T06:33:08.871978
c32f-421b-86b4,catherine93,1d6e12cf6ad1,a12cdda32547,Caitlyn,Hall,Prefer Not to Say,1954-04-23,French,2024-06-06T15:45:23.918581
abdc-40da-be0b,katherinejones,3b3a3f878888,767cad9c9295,Sara,Duke,M,2005-01-16,English,2025-04-10T17:01:54.774571
c3e1-447c-8420,leescott,c95fc4e0a0e9,34093d84c83a,Nicole,Ayala,f ,1973-08-02,Luganda,2024-05-12T23:53:39.080678
971e-4a39-b424,nicoledavis,03d5b52966b0,88de14a8685d,Mario,Wong,Female,1944-03-13,Swahili,2024-10-10T08:10:51.887543
